user_id,book_id,rating
1126,145,4
1126,170,4
1126,700,5
1126,186,4
1126,45,3
1126,131,3
1126,136,3
1126,741,1
1126,33,4
1126,496,5
1126,70,5
1126,760,4
1126,138,3
1126,321,3
1126,42,5
1126,43,4
1126,27,4
1126,4,5
1126,270,5
1126,13,4
1126,2,4
1126,24,4
1126,18,4
1126,21,4
1126,23,4
1126,5,3
1126,50,5
1126,150,4
1126,171,5
1126,76,4
1126,230,4
1126,471,5
1126,451,4
1126,453,4
1126,66,4
1126,108,3
1126,955,3
1126,575,4
1126,660,3
1126,693,4
1193,4,4
1193,229,4
1193,50,4
1193,245,5
1193,177,4
1193,518,5
1193,62,4
1193,330,5
1193,722,4
1193,510,4
1193,528,4
1193,19,5
1193,161,5
1193,344,5
1193,530,4
1193,76,2
1193,58,4
1193,42,1
1193,32,3
1193,138,3
1193,8,4
1193,131,4
1193,158,5
1193,27,5
1193,18,5
1193,24,5
1193,23,5
1193,21,5
1193,2,5
1037,138,1
1037,264,2
1037,887,4
1037,782,3
1037,959,1
1193,25,5
1193,416,4
1193,278,4
1193,100,4
1193,189,5
1193,117,4
1193,29,4
1193,387,4
1193,271,4
1193,248,5
1193,335,4
1193,26,3
1193,9,3
1126,640,4
1126,1003,5
1193,70,5
1193,126,5
1193,276,4
1193,84,3
1126,86,4
248,67,5
1193,150,4
1037,71,4
1037,136,3
1037,281,4
1037,596,3
1037,227,3
1193,738,5
1296,111,3
1296,2,5
1296,21,5
1296,24,5
1296,27,5
1296,23,5
1296,18,5
1296,26,4
1296,11,4
1296,50,5
1296,13,4
1296,8,4
1296,28,5
1296,65,5
1296,7,5
1296,32,4
1296,101,4
1296,58,4
1296,36,5
1296,22,3
1296,33,4
1296,57,5
1296,495,4
1296,100,5
1296,122,4
1296,9,4
1296,483,4
1296,38,4
1296,113,4
1296,405,5
1296,19,4
1296,45,5
1296,5,4
1296,660,3
1296,170,3
1296,78,3
1296,138,3
1296,119,5
1296,325,2
1296,150,5
1296,411,3
1296,207,5
1296,496,5
1296,1151,4
1296,297,5
1296,476,4
1296,227,4
1296,86,4
1296,123,4
1296,281,3
1296,596,3
1296,833,3
1296,64,5
1296,84,5
1296,487,5
1296,575,5
1296,693,2
1296,354,4
1193,180,5
1193,59,3
1193,15,5
1193,611,5
1321,172,4
1321,595,4
1321,101,4
1321,323,4
1321,14,3
1321,80,5
1321,36,4
1321,344,3
1321,50,4
1321,22,3
1321,150,4
1321,42,4
1321,48,5
1321,576,4
1321,184,4
1321,416,4
1321,335,4
1321,158,3
1321,373,5
1321,219,3
1321,85,4
1321,278,3
1321,361,3
1321,83,4
1321,881,3
1321,782,4
1321,26,2
1321,372,2
1321,388,1
1321,77,3
1321,7,3
1321,114,3
1321,857,3
1321,238,4
1321,117,5
1321,177,4
1321,109,3
1321,899,4
1321,704,3
1321,212,4
1321,426,2
1321,103,3
1321,198,3
1321,326,4
1321,271,3
1321,136,2
1321,79,4
1321,68,3
1321,975,3
1321,102,5
1321,157,5
1321,59,5
1321,241,3
1321,793,5
1321,958,3
1321,37,4
1321,180,1
1321,819,2
1321,867,4
1321,54,3
1321,2,3
1321,27,4
1321,21,4
1321,24,3
1321,23,3
1321,18,3
1321,45,1
1350,760,4
1350,838,4
1350,167,4
1350,666,5
1350,283,5
1350,766,5
1350,276,4
1350,432,3
1350,479,5
1350,59,3
1350,793,3
1350,84,4
1350,184,4
1350,879,5
1350,7,4
1350,122,5
1350,117,2
1321,284,3
1350,405,3
1350,36,5
1350,13,4
1350,21,3
1350,26,2
1350,24,3
1350,2,4
1350,60,5
1350,337,5
1350,8,2
1350,570,4
1350,4,1
1350,27,4
1350,23,4
1350,18,2
1350,11,5
1350,50,5
1350,28,4
1350,65,2
1350,32,1
1350,14,4
1350,55,3
1350,9,2
1350,287,1
1350,113,3
1350,660,3
1350,170,1
1350,612,4
1350,953,4
1350,936,4
1350,806,2
1350,703,4
1350,739,5
1350,865,5
1350,725,4
1350,349,4
1350,330,5
1350,722,5
1350,510,5
1350,528,5
1350,949,5
1350,39,5
1350,110,5
1350,135,5
1350,165,5
1350,54,5
1350,145,1
1350,575,5
1350,693,4
1350,640,4
1350,191,5
1350,400,3
1350,341,4
1350,79,5
1350,503,4
1350,772,4
1350,10,1
1358,113,5
1358,65,5
1358,405,5
1358,297,4
1358,129,4
1358,55,4
1358,180,4
1358,196,4
1358,57,3
1358,92,5
1358,211,5
1358,127,5
1350,521,4
1350,154,4
1350,248,5
1350,125,5
1350,530,5
1350,29,2
1350,236,5
1321,545,4
1321,92,4
1358,516,4
1374,8,5
1374,5,3
1374,4,4
1374,2,5
1374,24,3
1374,21,3
1374,27,3
1374,13,3
1374,18,4
1374,26,2
1374,23,3
1374,10,4
1374,55,3
1374,14,3
1374,11,5
1374,33,4
1374,58,4
1374,115,4
1374,60,3
1374,28,4
1374,7,3
1374,57,3
1374,100,4
1374,50,4
1374,516,5
1374,22,3
1374,45,3
1374,94,5
1374,122,4
1374,9,2
1374,233,4
1374,177,3
1374,161,4
1374,19,4
1374,80,5
1374,117,5
1374,637,4
1374,118,4
1374,867,4
1374,436,4
1374,323,5
1374,592,5
1374,669,4
1374,523,5
1374,178,4
1374,119,5
1374,325,4
1374,1064,3
1374,782,5
1374,959,4
1076,57,3
1388,426,5
1358,335,4
1408,8,4
1408,5,4
1408,24,4
1408,21,4
1408,18,4
1408,26,2
1408,65,4
1408,23,4
1408,10,5
1408,14,5
1408,32,5
1408,33,2
1408,58,5
1408,2,4
1408,27,4
1408,7,5
1408,344,4
1408,28,5
1408,57,3
1408,50,4
1408,287,3
1408,405,4
1408,122,2
1374,430,4
1374,398,3
1374,133,4
1374,29,4
1374,773,4
1374,530,4
1374,714,5
1374,855,4
1374,125,5
1374,248,5
1374,93,5
1374,468,5
1374,593,5
1374,772,5
1374,101,4
1374,410,3
1431,4,3
1431,2,5
1431,24,4
1431,21,5
1431,150,4
1431,45,5
1431,50,5
1431,38,5
1431,57,5
1431,28,2
1431,58,3
1431,115,4
1431,33,5
1431,10,5
1431,26,3
1435,8,5
1435,5,3
1435,2,5
1435,24,5
1435,21,3
1435,27,5
1435,18,5
1435,26,5
1435,23,4
1435,55,3
1435,58,4
1435,28,3
1435,36,4
1435,122,4
1435,148,5
1435,49,4
1435,3,5
1435,29,5
1435,154,3
1435,248,5
1435,353,5
1435,714,1
1435,87,5
1435,53,4
1435,205,4
1435,898,5
1435,530,5
1435,89,1
1352,704,5
1352,28,5
1352,14,4
1352,32,4
1352,113,2
1352,42,4
1352,93,5
1352,2,2
1352,228,3
1352,11,5
1352,40,5
1352,67,5
1352,111,5
1352,46,5
1352,92,4
1352,100,3
1352,255,2
1352,38,5
1352,407,5
1352,386,3
1352,999,5
1352,621,5
1352,606,3
1352,851,4
1352,595,5
1352,79,4
1352,646,3
1352,483,3
1352,317,5
1352,271,4
1352,15,4
1352,102,5
1352,538,3
1352,236,2
1352,879,5
1352,178,4
1352,546,3
1352,55,4
1352,59,5
1352,284,3
1352,8,5
1352,733,5
1352,515,5
1352,26,3
1352,883,4
1352,119,5
1352,4,5
1352,177,3
1352,43,5
1352,63,5
1352,325,5
1352,94,3
1352,5,5
1352,287,5
1352,508,4
1352,33,5
1352,387,4
1352,427,5
1352,301,5
1352,919,2
1352,476,5
1352,238,5
1352,158,5
1352,335,5
1352,10,5
1352,171,4
1352,29,5
1352,782,3
1352,456,4
1352,860,5
1352,148,3
1352,530,5
1352,453,2
1352,172,5
1352,22,5
1352,101,4
1352,820,5
1352,690,4
1352,64,5
1352,331,4
1352,328,5
1126,19,4
1448,10,2
1448,8,5
1448,4,4
1448,5,5
1448,2,4
1448,24,4
1448,27,4
1448,26,1
1448,21,4
1448,18,4
1448,23,4
1448,13,5
1448,14,4
1448,101,4
1448,65,5
1448,33,3
1448,495,3
1448,36,3
1448,22,2
1448,9,1
1448,516,3
1448,483,4
1448,122,4
1448,92,3
1448,405,3
1448,119,3
1448,660,3
1448,113,4
1448,42,3
1448,43,3
1448,959,3
1448,63,3
1448,217,4
1448,37,4
1448,316,3
1448,238,3
1448,372,3
1448,114,2
1448,468,3
1448,117,4
1448,90,3
1448,68,4
1448,245,4
1448,241,5
1448,425,3
1448,386,3
1448,136,3
1448,87,4
1448,85,5
1448,184,5
1448,416,5
1448,373,4
1448,793,4
1448,577,3
1448,321,3
1448,335,3
1448,604,5
1448,178,5
1448,763,4
1448,118,3
1448,782,5
1448,658,4
1448,570,3
1448,709,4
1448,740,4
1448,196,4
1448,158,4
1448,1038,4
1448,93,4
1448,621,3
1448,941,4
1448,903,3
1448,297,5
1448,487,3
1448,640,3
1448,595,4
1448,919,4
1448,490,4
1448,730,4
1435,25,5
1448,213,4
1448,129,4
1435,76,4
1448,1265,4
1435,10,5
1435,620,4
1435,305,3
1435,669,2
1435,272,4
1431,757,5
1431,11,4
1431,148,4
1431,495,4
1431,5,3
1431,119,4
1431,43,3
1431,138,3
1431,669,4
1431,982,4
1431,207,5
1431,996,3
1431,912,5
1352,57,4
1456,8,4
1456,4,4
1456,5,4
1456,2,4
1456,24,4
1456,27,4
1456,21,4
1456,18,4
1456,26,1
1456,13,4
1456,23,4
1456,14,4
1456,101,5
1456,10,4
1456,65,4
1456,11,4
1456,55,4
1456,33,2
1456,32,4
1456,28,4
1456,60,3
1456,58,3
1456,115,4
1456,7,3
1456,50,4
1456,495,4
1456,344,5
1456,36,4
1456,35,4
1456,100,5
1456,22,5
1456,57,5
1456,94,5
1456,38,3
1456,45,3
1456,516,5
1456,287,3
1456,150,5
1456,550,4
1456,67,4
1456,127,4
1456,408,5
1456,916,3
1456,255,4
1456,131,5
1456,398,5
1456,407,2
1456,820,4
1456,268,3
1456,161,5
1456,19,5
1456,410,4
1456,271,3
1456,860,3
1456,479,3
1456,427,4
1456,95,5
1456,158,4
1456,733,5
1456,116,4
1456,154,4
1456,530,4
1456,714,4
1456,621,5
1456,492,5
1456,760,5
1456,838,5
1456,301,3
1456,899,5
1456,43,5
1456,48,4
1456,42,5
1456,178,5
1456,380,5
1456,782,5
1456,461,3
1456,248,3
1456,125,5
1456,118,4
1456,63,5
1456,109,4
1456,546,3
1456,903,4
1456,658,5
1456,520,5
1456,119,4
1456,635,3
1456,354,4
1456,160,4
1456,172,4
1456,451,5
1456,471,5
1456,230,5
1456,171,5
1456,76,5
1456,138,4
1456,402,5
1456,357,4
1456,824,4
1456,103,4
1456,213,5
1456,80,5
1456,425,5
1456,439,4
1456,15,4
1456,37,4
1456,935,5
1456,375,4
1456,508,3
1456,386,4
1456,653,5
1456,114,3
1456,132,3
1456,238,5
1456,77,4
1456,179,5
1456,941,4
1435,120,4
1449,67,4
1449,11,5
1449,46,3
1449,4,4
1449,5,4
1449,8,4
1449,26,4
1449,13,3
1449,50,5
1449,28,4
1449,32,3
1449,101,4
1449,10,2
1449,14,3
1449,115,4
1449,55,3
1449,60,4
1449,22,4
1449,33,3
1449,57,2
1449,495,3
1449,100,3
1449,94,2
1449,378,5
1449,38,3
1449,287,4
1449,233,5
1449,35,4
1449,92,4
1449,45,4
1449,131,5
1449,264,3
1449,401,4
1449,625,3
1449,66,4
1449,604,3
1449,284,4
1449,129,4
1449,453,4
1449,212,2
1449,268,1
1449,919,2
1449,43,4
1449,255,4
1449,916,2
1449,211,3
1449,127,4
1449,895,4
1449,948,4
1449,407,2
1449,118,3
1449,763,4
1449,354,4
1449,64,3
1449,123,3
1449,325,4
1448,848,3
1448,883,4
1448,829,3
1449,867,5
1449,81,4
1449,476,4
1449,704,4
1449,198,4
1449,737,4
1037,25,5
1449,436,4
1449,508,3
1449,44,2
1449,48,3
1449,114,4
1449,779,5
1449,908,3
1449,217,4
1449,941,3
1449,181,4
1449,501,2
1449,177,4
1449,485,4
1449,172,5
75,25,5
1449,587,3
1449,150,4
1449,87,5
1374,540,5
1374,25,4
1456,87,5
1456,71,5
1456,883,5
1456,430,4
1456,663,4
615,316,4
615,611,4
1449,523,5
1449,273,4
1449,669,4
1449,366,4
1449,688,4
1449,236,4
1449,82,3
1449,136,3
1449,244,2
1449,270,4
1321,58,3
1038,25,5
1448,879,4
1448,453,3
1560,358,5
1560,136,5
1560,157,5
1560,296,5
1560,251,4
1560,179,1
1560,178,5
1560,114,5
1560,37,5
1560,347,3
1560,64,5
1560,426,5
1560,63,5
1560,160,5
1560,28,5
1560,590,3
1560,33,5
1560,59,5
1560,19,2
1560,7,3
1560,727,5
1560,58,5
1560,116,5
1560,103,5
1560,335,5
1560,196,5
1560,9,5
1560,26,5
1560,453,5
1560,733,5
1560,15,4
1560,10,5
1560,60,5
1560,118,5
1560,138,5
1560,704,5
1560,325,3
1560,23,5
1560,18,5
1560,21,5
1560,27,5
1560,24,5
1560,2,5
1560,4,5
1560,238,5
1560,45,5
1560,495,4
1560,219,4
1560,79,5
1560,531,5
1560,758,5
1560,373,5
1560,158,5
1560,50,5
1560,278,5
1560,489,4
1560,538,5
1560,102,5
1560,85,5
1560,117,4
1560,184,5
1560,416,5
1560,391,5
1560,577,5
1560,54,5
1560,501,5
1560,557,5
1560,468,5
1560,90,4
1560,425,5
1560,386,5
1560,107,5
1560,44,5
1560,686,5
1560,622,5
1560,777,5
1560,999,5
1560,621,5
1560,29,4
1560,89,5
1560,305,5
1560,243,4
1560,705,4
1560,799,5
1560,383,5
1560,86,5
1560,646,3
1560,604,5
1560,625,1
1560,381,5
1518,508,5
1518,570,5
1518,476,5
1518,122,5
1518,150,5
1518,236,1
1518,704,3
1518,83,1
1518,94,5
1518,604,3
1038,11,5
1038,60,4
1038,883,3
1038,268,4
1038,658,4
1038,64,3
1038,304,3
1038,306,3
1038,516,5
1038,662,4
1038,383,4
1518,115,3
1518,11,3
1518,8,3
1518,5,4
1518,60,3
1585,40,4
1585,407,4
1565,27,5
1565,233,5
1565,94,5
1565,35,5
1565,629,5
1565,2,5
1565,24,4
1565,21,5
1565,18,5
1565,23,4
1565,25,4
1565,10,5
1565,171,5
1565,76,5
1565,230,5
1565,471,4
1565,451,4
1565,83,4
1565,361,5
1565,55,5
1565,997,5
1518,196,5
1565,426,4
1565,60,4
1565,271,5
1518,523,4
1565,115,3
1518,401,4
1565,45,5
1565,217,4
1565,8,4
1565,37,5
1565,22,4
1565,7,4
1565,297,3
1565,148,4
1565,273,5
1565,284,4
1565,4,5
1565,5,4
1565,64,5
1565,331,4
1565,28,4
1565,95,5
1565,531,4
1565,43,4
1565,32,4
1565,42,5
1565,378,4
1565,33,5
1565,362,3
1565,114,5
1565,132,4
1518,125,1
1518,530,1
1518,248,4
1518,154,3
1518,29,3
1518,87,4
1518,45,2
1518,304,4
1518,306,4
1518,102,5
1518,32,4
1518,28,3
1518,26,1
1518,178,4
1518,130,3
1518,48,3
1518,495,1
1518,129,5
1518,325,5
1518,81,3
1518,171,4
1518,38,3
1518,33,5
1518,23,4
1518,18,5
1518,21,3
1518,27,3
1518,24,4
1518,2,5
1518,297,3
1518,354,4
1518,63,3
1518,782,4
1518,664,4
1518,795,3
1518,138,4
1518,194,5
1518,916,3
1518,198,4
1518,1265,4
1518,490,4
1634,561,5
1634,25,4
1634,81,3
1634,186,3
1634,4,5
1634,10,5
1634,35,5
1634,5,5
1634,8,4
1634,26,3
1634,13,3
1634,11,3
1634,50,5
1634,28,4
1634,65,4
1634,7,5
1634,32,5
1634,14,5
1634,60,4
1634,115,1
1634,55,2
1634,58,4
1634,36,4
1634,22,2
1634,33,3
1634,57,4
1634,100,1
1634,122,4
1634,9,1
1634,94,3
1634,378,4
1634,483,3
1634,287,5
1634,29,5
1634,19,3
1634,45,3
1634,78,1
1634,47,5
1634,150,3
1634,662,2
1634,255,5
1634,131,5
1634,730,4
1634,130,3
1634,264,5
1634,401,5
1634,395,4
1634,737,4
1634,249,5
1634,867,3
1565,264,3
1565,38,2
1518,57,3
1518,58,1
1565,113,3
1565,715,4
1565,1186,4
1565,456,4
1565,427,5
1565,15,4
1565,131,3
1565,401,3
1565,658,2
1518,36,4
1518,104,4
1518,499,4
1518,68,5
1518,119,5
1518,577,2
1518,587,1
1518,468,5
1634,407,4
1710,58,2
1710,81,5
1710,4,5
1710,115,5
1710,523,4
1710,86,4
1710,557,3
1710,116,2
1710,375,1
1710,335,1
1710,117,3
1710,138,1
1710,663,4
1710,26,2
1710,65,2
1710,9,1
1710,154,1
1710,125,3
1710,353,5
1710,29,3
1710,130,3
1710,22,4
1710,659,2
1710,11,5
1710,64,4
1710,908,2
1321,383,3
1321,25,5
1321,523,4
1719,38,4
1719,57,4
1719,136,3
1719,5,2
1719,8,4
1719,316,4
1719,669,5
1719,22,3
1719,122,4
1719,249,4
1719,100,4
1719,10,5
1719,11,4
1710,118,4
1710,36,4
1710,204,4
1710,160,1
1710,114,4
1710,132,3
1710,596,3
1449,494,2
1449,178,5
1518,42,4
1518,111,3
1518,160,3
1518,860,4
1518,538,4
1518,595,5
1352,44,3
1352,78,2
1352,251,5
1352,90,5
1352,138,3
1352,58,4
1352,50,5
1352,108,3
1352,908,4
1352,616,5
1076,94,5
1435,375,3
1435,43,3
1435,531,3
1435,79,3
1435,15,4
1435,386,3
1435,93,3
1435,321,2
1435,84,4
1435,204,3
1710,102,4
1734,587,4
1734,129,4
1734,383,3
1734,63,4
1734,59,4
1734,46,3
1734,55,4
1734,255,5
1350,5,1
1350,97,4
1350,178,1
1037,59,3
1037,80,4
1037,9,3
1037,22,4
1037,7,2
1037,50,4
1037,32,3
1037,785,3
1037,628,4
1037,86,4
1037,387,4
1037,386,3
1037,78,2
1037,97,4
1037,457,4
1037,11,4
1037,179,4
1761,48,3
1761,483,3
1761,709,3
1761,317,4
1761,425,4
1761,570,3
1761,669,4
1761,205,4
1761,898,3
1761,272,4
1761,42,4
1761,233,4
1761,33,4
1761,87,4
1761,32,4
1761,131,4
1761,129,4
1761,10,4
1761,270,4
1761,734,4
1761,180,4
1761,65,4
1761,635,4
1761,899,3
1761,782,4
1761,178,4
1761,375,3
1761,646,3
1761,198,4
1761,436,4
1761,5,4
1761,54,3
1761,879,4
1761,80,4
1761,28,4
1761,95,4
1761,489,4
1761,727,3
1761,138,3
1761,468,4
1761,4,4
1761,650,3
1761,326,4
1761,63,4
1761,546,4
1761,92,4
1761,46,4
1761,271,3
1761,848,4
1761,22,4
1761,662,4
1761,305,3
1761,243,3
1761,237,3
1761,461,4
1761,194,2
1761,100,4
1710,179,4
1766,22,3
1766,9,5
1761,469,3
1761,1286,3
1761,556,3
1761,606,4
1761,57,4
1350,109,4
1518,173,1
338,828,4
338,167,2
338,405,4
338,102,5
338,301,5
338,959,2
338,495,4
338,178,5
338,557,4
1449,857,5
1734,102,4
1734,497,4
1734,93,5
1734,89,4
1734,540,5
1734,386,4
1734,1038,4
1734,699,4
1734,706,3
1734,826,4
1734,4,5
1734,853,4
1734,114,4
1734,42,3
1734,29,3
1734,356,5
1734,873,5
1734,1033,4
1734,1163,4
1734,1225,5
1734,1289,5
1734,223,3
1734,176,4
1734,514,4
1806,46,4
1806,916,3
1448,25,4
1734,489,4
